Prey,Predator,Predator_type,Predator_stage_or_Length,Predator_stage,abundance_data,year_diet_data_from,month_diet_data_from,name of month NB,year_diet_data_to,month_diet_data_to,name of month NB,season of diet data NB,season of diet data with no NA NB,range of diet data years NB,N_samples,prey_size_mm_min,prey_size_mm_max,prey size range NB,prey size range.mm pasted NB,prey_size_mm_mean,prey_size_mm_sd,prey_size_mm_median,Comment,Measurement_Method,proportion_diet_fracN_mean,proportion_diet_fracW_mean,W_or_Vol,Energetic_contributionfrac,IRI,fracFO,fracFO_SD,Area,Larger_area,Method,Reference
Shortfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,150,40,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Shortfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,70,115,70-115,70-115,95,23,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Shortfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,51,224,51-224,51-224,126,22,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Atlantic mackerel,Long-finned and Short-finnd pilot whale,cetaceans,,,NO,1989,3,Mar,1989,4,Apr,Mar-Apr,Mar-Apr,1989,5,,,#NAME?,,,,,prey age 2-13,,8.34,,,,,,,Off New Jersey,Mid Atlantic,stomach sampling-incidental fishing,OverholtzandWaring1991
Atlantic mackerel,Common dolphin,cetaceans,,,NO,1989,3,Mar,1989,4,Apr,Mar-Apr,Mar-Apr,1989,4,,,#NAME?,,,,,prey age 2-13,,8.34,,,,,,,Off New Jersey,Mid Atlantic,stomach sampling-incidental fishing,OverholtzandWaring1991
Atlantic herring,Shortfin squid,invertebrate,,,YES,1980,,#N/A,1993,,#N/A,#N/A,,1980-1993,17729,38.8,137.1,38.8-137.1,38.8-137.1,79.3,,,,,3,,,,,,,Newfoundland,Newfoundland,stomach sampling,Daweetal1997
Atlantic herring,Harbor seal,pinnipeds,,,,1977,1,Jan,1983,3,Mar,Jan-Mar,Jan-Mar,1977-1983,63,,,#NAME?,,,,,,,1.8,,,,,,,Southern New England,New England,stomach sampling,Selzeretal1986
Shortfin squid,Harbor seal,pinnipeds,,,,1977,1,Jan,1983,3,Mar,Jan-Mar,Jan-Mar,1977-1983,63,,,#NAME?,,,,,,,58.4,,,,,,,Southern New England,New England,stomach sampling,Selzeretal1986
Longfin squid,Harbor seal,pinnipeds,,,,1977,1,Jan,1983,3,Mar,Jan-Mar,Jan-Mar,1977-1983,63,,,#NAME?,,,,,,,3.7,,,,,,,Southern New England,New England,stomach sampling,Selzeretal1986
Atlantic herring,Hooded seal,pinnipeds,,,,1978,,#N/A,1992,,#N/A,#N/A,,1978-1992,67,210,400,210-400,210-400,,,,,,,,,16.5,,,,Newfoundland,Newfoundland,stomach sampling,Ross1993citedbyHammiletal1997
Atlantic herring,Gray seal,pinnipeds,,,YES,1988,7,Jul,1990,9,Sep,Jul-Sep,Jul-Sep,1988-1990,90,,,#NAME?,,,,,,,,65.8,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic herring,Gray seal,pinnipeds,,,YES,1988,12,Dec,1990,2,Feb,Dec-Feb,Dec-Feb,1988-1990,16,,,#NAME?,,,,,,,,9,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic herring,Gray seal,pinnipeds,,,YES,1989,7,Jul,1989,10,Oct,Jul-Oct,Jul-Oct,1989,23,,,#NAME?,,346,,,,,,,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic herring,Gray seal,pinnipeds,,,YES,1990,7,Jul,1990,10,Oct,Jul-Oct,Jul-Oct,1990,117,,,#NAME?,,353,,,,,,,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic mackerel,Gray seal,pinnipeds,,,YES,1988,7,Jul,1990,9,Sep,Jul-Sep,Jul-Sep,1988-1990,90,,,#NAME?,,,,,,,,0.4,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic mackerel,Gray seal,pinnipeds,,,YES,1988,12,Dec,1990,2,Feb,Dec-Feb,Dec-Feb,1988-1990,16,,,#NAME?,,,,,,,,47.4,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic mackerel,Gray seal,pinnipeds,,,YES,1988,9,Sep,1990,11,Nov,Sep-Nov,Sep-Nov,1988-1990,8,,,#NAME?,,209,,,,,,,,,,,,Scotian shelf,Scotian shelf,stomach sampling,Bowenetal1993 
Atlantic herring,Harbor porpoise,pinnipeds,,,YES,1985,6,Jun,1987,9,Sep,Jun-Sep,Jun-Sep,1985-1987,160,,,#NAME?,,,,,,,,64,,,,,,Bay of Fundy,Bay of Fundy,stomach sampling,RecchiaandRead1989
Atlantic menhaden,Spiny dogfish,cartilaginous fishes,Female,Female,YES,2010,3,Mar,2010,3,Mar,Mar,Mar,2010,105,,,#NAME?,,,,,,,,1.22,,,,,,NorthCarolina,,stomach sampling,Bangley2012
Atlantic menhaden,Spiny dogfish,cartilaginous fishes,,,YES,2010,2,Feb,2010,2,Feb,Feb,Feb,2010,189,,,#NAME?,,,,,,,,59.82,,,,,,FromCapeHatteras_TO_Virginia,,stomach sampling,Bangley2012
Atlantic menhaden,Spiny dogfish,cartilaginous fishes,,,YES,2010,2,Feb,2010,2,Feb,Feb,Feb,2010,41,85,408,85-408,85-408,176.98,63.29,,,,,,,,,,,FromCapeHatteras_TO_Virginia,,stomach sampling,Bangley2012
Atlantic menhaden,Spiny dogfish,cartilaginous fishes,,,YES,2006,,#N/A,2007,,#N/A,#N/A,,2006-2007,49,,,#NAME?,,,,,,,,31.05,,,,,,NorthCarolina,,stomach sampling,Bangley2012
Atlantic herring,Silver hake,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,70,,,,,,,,,,,,,,,NicholsandBreder1927citedbyBowman1984
Atlantic herring,Sea raven,bony fishes,,,YES,1968,,#N/A,1974,,#N/A,#N/A,,1968-1974,19,,,#NAME?,,,,,,,,32,,,,,,Georges Bank_TO_S New England,,stomach sampling,Vinogradov1984
Atlantic herring,Spiny dogfish,bony fishes,,,YES,1968,,#N/A,1974,,#N/A,#N/A,,1968-1974,815,,,#NAME?,,,,,,,,28,,,,,,Georges Bank_TO_S New England,,stomach sampling,Vinogradov1984
Atlantic herring,Silver hake,bony fishes,,,YES,1968,,#N/A,1974,,#N/A,#N/A,,1968-1974,4416,,,#NAME?,,,,,,,,5.3,,,,,,Georges Bank,,stomach sampling,Vinogradov1984
Atlantic herring,Silver hake,bony fishes,,,YES,1968,,#N/A,1974,,#N/A,#N/A,,1968-1974,3233,,,#NAME?,,,,,,,,0.3,,,,,,South New England,,stomach sampling,Vinogradov1984
Atlantic mackerel,Silver hake,bony fishes,,,YES,1968,,#N/A,1974,,#N/A,#N/A,,1968-1974,4416,,,#NAME?,,,,,,,,16.6,,,,,,Georges Bank,,stomach sampling,Vinogradov1984
Atlantic mackerel,Silver hake,bony fishes,,,YES,1968,,#N/A,1974,,#N/A,#N/A,,1968-1974,3233,,,#NAME?,,,,,,,,20.6,,,,,,South New England,,stomach sampling,Vinogradov1984
Atlantic herring,Silver hake,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,50,18,273,18-273,18-273,184,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Black sea bass,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,75,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Red hake,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,2,183,290,183-290,183-290,237,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Sea raven,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,208,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Bluefish,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,8,104,279,104-279,104-279,235,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,White hake,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,12,121,319,121-319,121-319,234,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Pollock,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,5,144,255,144-255,144-255,213,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Thorny skate,cartilaginous fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,3,225,281,225-281,225-281,251,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Spiny dogfish,cartilaginous fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,46,25,309,25-309,25-309,233,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Winter skate,cartilaginous fishes,,,,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,4,144,259,144-259,144-259,220,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Goosefish,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,9,195.5,285.5,195.5-285.5,195.5-285.5,259,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic herring,Atlantic cod,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,89,16.5,328,16.5-328,16.5-328,233,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Fourspot flounder,bony fishes,,,NO,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,47,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Black sea bass,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,12.5,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Silver hake,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,141,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Silvery John dory ,bony fishes,,,,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,7,65,173,65-173,65-173,129,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Red hake,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,171,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Sea raven,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,2,171,193,171-193,171-193,182,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Summer flounder,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,122,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Bluefish,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,7,26,231.5,26-231.5,26-231.5,153,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,White hake,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,17,12.5,280.5,12.5-280.5,12.5-280.5,180.5,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Pollock,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,140.8,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Thorny skate,cartilaginous fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,2,39.6,231.5,39.6-231.5,39.6-231.5,135.5,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Spiny dogfish,cartilaginous fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,7,10.4,201.3,10.4-201.3,10.4-201.3,110.5,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Winter skate,cartilaginous fishes,,,,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,1,,,#NAME?,,181.5,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Goosefish,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,5,17.5,243,17.5-243,17.5-243,151,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Atlantic cod,bony fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,9,101,272,101-272,101-272,162.5,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Shortfin squid,Smooth dogfish,cartilaginous fishes,,,YES,1973,,#N/A,1990,,#N/A,#N/A,,1973-1990,3,56,72,56-72,56-72,64,,,,,,,,,,,,From NorthCarolina_TO_Nova Scotia,,,fishecology.org
Atlantic menhaden,Bluefish,bony fishes,YOY,juvenile,YES,2007,4,Apr,2008,9,Sep,Apr-Sep,Apr-Sep,2007-2008,191,,,#NAME?,,,,,,,,31.6,,,,,,Long Island bays,,,Sagareseetal2011
Shortfin squid,Wreckfish ,bony fishes,,,,2005,4,Apr,2007,1,Jan,Apr-Jan,Apr-Jan,2005-2007,305,,,#NAME?,,,,,,,,2.86,,,,,,CharlestonBump-Off GA Coast,,,GoldmanandSedberry2011
Shortfin squid,Barrelfish ,bony fishes,,,,2005,4,Apr,2007,1,Jan,Apr-Jan,Apr-Jan,2005-2007,181,,,#NAME?,,,,,,,,2.8,,,,,,CharlestonBump-Off GA Coast,,,GoldmanandSedberry2011
Atlantic menhaden,Atlantic bluefin tuna,bony fishes,,,YES,2004,,#N/A,2005,,#N/A,#N/A,,2004-2005,281,195,335,195-335,195-335,268.2,,270,,,,,,,,,,Off North Carolina,,stomach sampling,Butleretal2014
Gulf menhaden,Atlantic sharpnose shark,cartilaginous fishes,adult,adult,YES,1999,5,May,2002,10,Oct,May-Oct,May-Oct,1999-2002,74,130,170,130-170,130-170,149,,,,,,,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Bethea2003
Gulf menhaden,Blacktip shark,cartilaginous fishes,YOY,juvenile,YES,1999,5,May,2002,10,Oct,May-Oct,May-Oct,1999-2002,75,,,#NAME?,,,,,,,,,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Bethea2003
Gulf menhaden,Blacktip shark,cartilaginous fishes,Juvenile,juvenile,YES,1999,5,May,2002,10,Oct,May-Oct,May-Oct,1999-2002,155,120,220,120-220,120-220,157,,,,,,,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Bethea2003
Gulf menhaden,Finetooth shark,cartilaginous fishes,Juvenile,juvenile,YES,1999,5,May,2002,10,Oct,May-Oct,May-Oct,1999-2002,109,100,210,100-210,100-210,150,,,,,,,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Bethea2003
Gulf menhaden,Spinner shark,cartilaginous fishes,Juvenile,juvenile,YES,1999,5,May,2002,10,Oct,May-Oct,May-Oct,1999-2002,72,,,#NAME?,,,,,,,,,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Bethea2003
Shortfin squid,Silver hake,bony fishes,,,YES,1981,,#N/A,1986,,#N/A,#N/A,,1981-1986,2855,,,#NAME?,,,,,,,,21.3,,,,,,Scotian shelf,,stomach sampling,Waldron1992
Longfin squid,Silver hake,bony fishes,,,YES,1981,,#N/A,1986,,#N/A,#N/A,,1981-1986,2855,,,#NAME?,,,,,,,,2.1,,,,,,Scotian shelf,,stomach sampling,Waldron1992
Atlantic mackerel,Spiny dogfish,cartilaginous fishes,,,YES,1982,,#N/A,1984,,#N/A,#N/A,,1982-1984,52,120,350,120-350,120-350,203,,,,,,,,,,,,North West Atlantic,North West Atlantic,stomach sampling,Overholtzetal1991
Atlantic mackerel,Silver hake,bony fishes,,,YES,1982,,#N/A,1984,,#N/A,#N/A,,1982-1984,52,120,350,120-350,120-350,203,,,,,,,,,,,,North West Atlantic,North West Atlantic,stomach sampling,Overholtzetal1991
Atlantic mackerel,Atlantic cod,bony fishes,,,YES,1982,,#N/A,1984,,#N/A,#N/A,,1982-1984,52,120,350,120-350,120-350,203,,,,,,,,,,,,North West Atlantic,North West Atlantic,stomach sampling,Overholtzetal1991
Atlantic mackerel,Atlantic cod,bony fishes,,,YES,1973,,#N/A,1976,,#N/A,#N/A,,1973-1976,1009,,,#NAME?,,,,,,,11.5,,,,,,,North West Atlantic,North West Atlantic,stomach sampling,Overholtzetal1991
Atlantic mackerel,Pollock,bony fishes,,,YES,1977,,#N/A,1994,,#N/A,#N/A,,1977-1994,,159,380,159-380,159-380,233.5,,,,,,,,,,,,Celtic sea,,stomach sampling,Pinnegaretal2003
Atlantic herring,Red hake,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,5.2,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic herring,Red hake,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,1.6,,,,,,Gulf of Maine,,stomach sampling,SmithandLink2010
Shortfin squid,Red hake,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,2,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Red hake,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,5.6,,,,,,Southern New England,,stomach sampling,SmithandLink2010
Shortfin squid,Sea raven,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,1.3,,,,,,Gulf of Maine,,stomach sampling,SmithandLink2010
Longfin squid,Smooth dogfish,cartilaginous fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,4,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Smooth dogfish,cartilaginous fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,610,,,#NAME?,,,,,,,,2.7,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Thorny skate,cartilaginous fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,6.5,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic herring,Thorny skate,cartilaginous fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,7.7,,,,,,Gulf of Maine,,stomach sampling,SmithandLink2010
Atlantic herring,Pollock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,1568,,,#NAME?,,,,,,,,10.5,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic mackerel,Pollock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,1568,,,#NAME?,,,,,,,,1.7,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic herring,Pollock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,3132,,,#NAME?,,,,,,,,4.7,,,,,,Gulf of Maine,,stomach sampling,SmithandLink2010
Atlantic herring,Pollock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,9.1,,,,,,Scotian shelf,,stomach sampling,SmithandLink2010
Atlantic mackerel,Pollock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,2,,,,,,Scotian shelf,,stomach sampling,SmithandLink2010
Longfin squid,Pollock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,3.6,,,,,,Scotian shelf,,stomach sampling,SmithandLink2010
Longfin squid,Fourspot flounder,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,3339,,,#NAME?,,,,,,,,5.5,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Shortfin squid,Fourspot flounder,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,3.3,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Fourspot flounder,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,5171,,,#NAME?,,,,,,,,26.4,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Fourspot flounder,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,26.3,,,,,,South New England,,stomach sampling,SmithandLink2010
Longfin squid,Striped bass,bony fishes,,,YES,1977,,#N/A,2000,,#N/A,#N/A,,1977-2000,220,,,#NAME?,,,,,,,,5.9,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Spotted hake,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,8908,,,#NAME?,,,,,,,,3,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Shortfin squid,Spotted hake,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,8908,,,#NAME?,,,,,,,,4.8,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Shortfin squid,Spotted hake,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,8908,,,#NAME?,,,,,,,,0.95,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Spotted hake,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,8908,,,#NAME?,,,,,,,,9.8,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Spotted hake,bony fishes,,,NO,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,3809,,,#NAME?,,,,,,,,10,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic mackerel,Winter skate,cartilaginous fishes,,,,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,2.8,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Haddock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,4324,,,#NAME?,,,,,,,,1.4,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic mackerel,Haddock,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,4324,,,#NAME?,,,,,,,,2.5,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic mackerel,White hake,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,1467,,,#NAME?,,,,,,,,2.7,,,,,,Scotian shelf,,stomach sampling,SmithandLink2010
Atlantic mackerel,Goosefish,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,1.3,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic mackerel,Goosefish,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,4.1,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Atlantic mackerel,Goosefish,bony fishes,,,YES,1973,,#N/A,2008,,#N/A,#N/A,,1973-2008,,,,#NAME?,,,,,,,,4.8,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Weakfish,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,3.9,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Weakfish,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,5.4,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Summer flounder,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,2.8,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Atlantic herring,Summer flounder,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,8,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic mackerel,Summer flounder,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,6,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic mackerel,Summer flounder,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,3.6,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Atlantic mackerel,Summer flounder,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,2.6,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Atlantic mackerel,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,1.8,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Longfin squid,Atlantic mackerel,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,2,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Atlantic mackerel,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,1.8,,,,,,South New England,,stomach sampling,SmithandLink2010
Atlantic herring,Barndoor skate,cartilaginous fishes,,,,2006,,#N/A,2008,,#N/A,#N/A,,2006-2008,,,,#NAME?,,,,,,,,7.2,,,,,,Georges Bank,,stomach sampling,SmithandLink2010
Atlantic menhaden,Bluefish,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,1.8,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Atlantic mackerel,Bluefish,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,1.7,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Longfin squid,Bluefish,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,13.2,,,,,,Mid Atlantic Bight,,stomach sampling,SmithandLink2010
Atlantic herring,Bluefish,bony fishes,,,YES,1977,,#N/A,2008,,#N/A,#N/A,,1977-2008,,,,#NAME?,,,,,,,,2.2,,,,,,South New England,,stomach sampling,SmithandLink2010
